# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,
# Thu Jun 13 15:30:11 2019,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# User preference: *,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# CONSTRAINT:  where (koi_disposition like 'CAN%'),,,,,,,,,,,,,,
# CONSTRAINT:  order by koi_disposition asc,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
# COLUMN kepid:          KepID,,,,,,,,,,,,,,
# COLUMN kepoi_name:     KOI Name,,,,,,,,,,,,,,
# COLUMN koi_period:     Orbital Period [days],,,,,,,,,,,,,,
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days],,,,,,,,,,,,,,
# COLUMN koi_prad:       Planetary Radius [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,
# COLUMN koi_teq:        Equilibrium Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_insol:      Insolation Flux [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux],,,,,,,,,,,,,,
# COLUMN koi_steff:      Stellar Effective Temperature [K],,,,,,,,,,,,,,
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],,,,,,,,,,,,,,
# COLUMN koi_srad:       Stellar Radius [Solar radii],,,,,,,,,,,,,,
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii],,,,,,,,,,,,,,
#,,,,,,,,,,,,,,
kepid,kepoi_name,koi_period,koi_period_err1,koi_prad,koi_prad_err1,koi_teq,koi_insol,koi_insol_err1,koi_steff,koi_steff_err1,koi_slogg,koi_slogg_err1,koi_srad,koi_srad_err1
8053552,K01549.01,29.481061268,9.6E-06,16.61,4.49,571,25.1,20.52,5631,169,4.41,0.171,0.901,0.244
8054719,K04776.01,7.5861587,0.0001204,1.07,0.24,928,175.29,118.02,5934,178,4.444,0.135,0.871,0.191
8056665,K00089.02,207.5829306,0.0005737,4.52,0.79,453,9.97,4.79,6688,120,4.062,0.174,1.79,0.311
8073806,K02411.01,11.96407399,5.738E-05,3.21,0.92,808,100.96,85.57,5903,158,4.437,0.101,0.961,0.278
8074328,K02486.01,4.267961416,8.876E-06,1.42,0.44,1371,834.16,774.43,6395,176,4.275,0.153,1.237,0.39
8076215,K05472.01,97.5137491,0.0008932,5.27,2.14,630,37.25,46.29,5437,175,3.57,0.382,3.18,1.29
8078502,K03383.01,37.8862977,0.000465,2.09,0.48,479,12.46,8.72,5513,166,4.551,0.048,0.818,0.187
8087812,K04343.01,27.2106807,0.0005262,1.73,0.25,725,65.27,27.86,5973,120,4.171,0.188,1.305,0.193
8091197,K06960.01,4.88698386,2.436E-05,1.2,0.41,1133,389.31,399.27,6152,193,4.464,0.058,1.009,0.341
8094120,K04881.01,5.6795377,0.0001039,1.16,0.33,1420,961.1,818.95,6514,181,4.09,0.258,1.585,0.457
8094942,K05473.01,549.42772,0.01154,2.64,1.03,223,0.58,0.67,5957,152,4.498,0.036,0.971,0.377
8096395,K07587.01,366.088938,0.004884,2.57,0.78,257,1.03,0.94,5941,187,4.464,0.07,0.945,0.286
8098212,K04487.01,3.48754109,3.925E-05,0.72,0.07,988,224.74,63.76,5252,73,4.593,0.009,0.783,0.08
8098960,K06966.01,8.47484677,7.198E-05,1.35,0.28,780,87.55,53.87,5564,150,4.587,0.032,0.785,0.161
8099517,K05474.01,284.666844,0.00791,8.98,0.8,486,13.14,3.79,5248,109,3.368,0.027,4.413,0.393
8105398,K05475.02,5.68325648,3.749E-05,0.97,0.19,1257,589.92,354.24,6072,167,4.133,0.301,1.286,0.255
8105719,K05476.01,148.179343,0.005653,2.52,0.38,367,4.29,1.72,5635,76,4.278,0.156,1.183,0.18
8107150,K07863.01,5.2449156,0.0001332,0.52,0.14,1015,251.14,189.47,5823,140,4.486,0.078,0.878,0.231
8107611,K04656.01,3.8183717,3.846E-05,1.39,0.4,1683,1894.37,1608.61,6738,189,4.109,0.209,1.692,0.485
8110757,K07865.01,0.518060209,3.747E-06,61.49,38.97,2921,17224.79,36246.56,5405,208,3.853,0.77,1.772,1.123
8110767,K02504.01,20.49041,0.0001751,2.34,0.67,625,36.01,31.47,5681,180,4.524,0.036,0.923,0.264
8115647,K06970.01,40.7698541,0.0006192,1.87,0.31,585,27.73,11.69,5884,70,4.306,0.115,1.21,0.199
8120820,K06971.01,129.222771,0.002682,2.01,0.08,288,1.63,0.25,4934,81,4.515,0.067,0.809,0.031
8121310,K00317.02,11.505879,0.0002263,0.99,0.17,1000,236.35,113.65,6336,113,4.266,0.063,1.403,0.245
8121328,K03486.01,19.0689513,0.0003439,1.63,0.45,627,36.63,30.27,5418,159,4.436,0.133,0.889,0.245
8125917,K05479.01,18.347081,0.002434,5.65,3.46,855,126.14,254.32,5465,205,3.968,0.427,1.702,1.044
8126558,K02259.01,12.19140405,4.507E-05,2.46,0.67,763,80.01,65.27,5516,166,4.399,0.144,0.967,0.261
8129333,K05480.01,57.140035,0.001951,5.78,2.77,588,28.34,42.2,5936,191,4.103,0.271,1.46,0.702
8142942,K01985.01,5.756245244,5.387E-06,2.24,0.14,773,84.16,19.19,4931,98,4.605,0.018,0.734,0.048
8145958,K06978.01,3.07551068,1.915E-05,0.84,0.13,1389,879.95,371.75,5763,78,4.256,0.143,1.242,0.2
8155654,K06980.01,6.29340543,9.826E-05,1.08,0.38,1072,312.61,327.36,6214,167,4.442,0.056,1.076,0.384
8158127,K01015.03,16.9972894,0.0001286,3.14,0.43,956,197.18,72.73,5897,79,3.98,0.203,1.86,0.259
8158429,K05482.01,31.707574649,,2.96,0.9,547,21.1,18.37,5861,141,4.546,0.036,0.865,0.263
8160953,K01858.02,86.049055,0.006998,2.06,0.8,410,6.68,7.69,5733,157,4.432,0.076,0.997,0.388
8162789,K00521.02,10.8206034,0.0001568,1.19,0.35,885,145.06,129.87,6032,189,4.387,0.108,1.06,0.312
8162789,K00521.01,10.161023528,9.176E-06,4.62,1.37,904,157.97,141.44,6032,189,4.387,0.108,1.06,0.312
8163784,K06172.01,31.8134892,0.0003023,1.18,0.44,496,14.31,16.65,5505,197,4.586,0.031,0.776,0.288
8165617,K06173.01,214.013044,0.007168,1.54,0.92,397,5.89,10.57,6698,151,4.267,0.102,1.37,0.821
8167504,K06983.01,7.7021729,0.0001312,0.85,0.12,888,147.24,52.62,5618,76,4.449,0.068,0.969,0.13
8168187,K02209.02,35.502865,0.001071,2.18,0.52,724,64.83,41.23,5528,88,3.892,0.12,1.839,0.44
8168509,K07589.01,414.45008,0.0121,7.01,4.33,364,4.17,8.13,7037,215,4.136,0.135,1.683,1.04
8176564,K02720.01,6.57159435,2.291E-05,1.26,0.06,1211,507.81,76.72,6042,81,4.139,0.012,1.432,0.064
8180290,K06985.01,10.9279755,0.0002667,0.81,0.26,834,114.42,104.63,6045,143,4.494,0.043,0.955,0.306
8182107,K07870.01,92.552007,0.00131,2.1,0.6,440,8.87,7.4,5808,156,4.306,0.136,1.22,0.347
8189801,K02480.01,0.66682654,6.82E-07,1.49,0.12,1183,461.55,123.96,3993,79,4.696,0.052,0.554,0.046
8196226,K04634.01,4.02745396,2.588E-05,0.98,0.3,1250,577.46,536.1,6174,175,4.398,0.105,1.041,0.326
8197176,K05485.01,9.3589254,0.0001535,17.37,5.37,1528,1288.85,1178.02,5188,146,3.327,0.409,4.521,1.396
8197406,K05486.01,4.15472242,1.219E-05,23.47,2.69,2292,6522.18,2492.33,6996,188,3.627,0.298,3.359,0.386
8197793,K03123.01,15.2311195,0.0001744,1.94,0.31,800,96.84,40.27,5836,70,4.316,0.115,1.186,0.192
8212002,K02593.02,9.5539134,0.0001577,0.68,0.11,1012,247.86,115.22,6175,110,4.299,0.072,1.307,0.22
8216763,K04838.01,13.2965044,0.0004073,0.88,0.07,488,13.42,4.29,4352,116,4.671,0.032,0.613,0.055
8216763,K04838.03,24.0721647,0.0004522,1.1,0.09,400,6.08,1.94,4352,116,4.671,0.032,0.613,0.055
8216763,K04838.02,6.33342309,9.862E-05,7.62,0.69,625,36.11,11.53,4352,116,4.671,0.032,0.613,0.055
8218379,K01920.02,10.1384691,0.0001919,0.74,0.16,723,64.55,42.03,5483,166,4.589,0.034,0.779,0.164
8222395,K07873.01,1.93188768,1.035E-05,0.57,0.16,1427,977.65,808.79,5896,132,4.516,0.05,0.914,0.268
8222627,K04098.01,1.121733366,3.994E-06,2.39,0.92,2384,7641.15,8839.4,5023,150,3.682,0.87,2.571,0.989
8223445,K05487.01,48.8130123,0.0004967,2.95,1.55,553,22.17,35.15,6202,170,4.395,0.066,1.11,0.581
8223568,K06176.01,143.09688,0.01527,1.48,0.39,441,8.94,6.25,6725,110,4.335,0.037,1.31,0.343
8226050,K01910.02,18.3848331,0.0002622,1.15,0.06,587,27.99,4.82,5083,83,4.468,0.088,0.872,0.042
8227086,K06993.01,13.8086331,0.0002389,1.09,0.19,659,44.5,25.22,5515,165,4.568,0.056,0.761,0.137
8227464,K06994.01,4.25907841,5.855E-05,0.7,0.1,1253,583.12,241.46,5560,89,4.173,0.201,1.316,0.2
8231667,K03494.01,42.8774169,0.0002596,2.67,0.41,451,9.8,5.2,5256,184,4.483,0.104,0.832,0.129
8233326,K04834.01,3.74099144,7.223E-05,1.85,0.33,1733,2129.07,1171.02,5110,142,3.611,0.247,3.231,0.577
8240617,K02474.01,176.845697,0.002753,42.05,18.73,291,1.69,2.38,5592,205,4.541,0.051,0.797,0.355
8240790,K04426.01,369.13236,0.02649,2.14,1.13,328,2.73,4.33,6282,167,4.151,0.224,1.449,0.762
8240904,K01070.03,92.77779,0.01653,1.92,0.84,410,6.7,8.99,5888,176,4.444,0.059,1.019,0.451
8241079,K03020.01,10.9192653,0.0001144,1.9,0.24,1107,355.29,121.69,5745,86,3.939,0.189,1.972,0.246
8242769,K07875.01,21.9711574,0.0006041,1.32,0.39,649,41.86,37.75,5763,182,4.436,0.084,0.997,0.295
8247770,K02569.01,8.28157072,7.341E-05,1.37,0.21,956,197.82,79.31,5640,76,4.288,0.143,1.175,0.179
8248103,K07002.01,4.83014159,1.861E-05,1.3,0.35,1039,275.02,218.25,5693,152,4.467,0.078,0.939,0.254
8256882,K07003.01,2.41194057,1.839E-05,1.35,0.21,1654,1771.98,729.6,5598,83,4.045,0.203,1.594,0.245
8257205,K01986.02,7.12766417,3.986E-05,1.21,0.08,784,89.24,18.97,5159,82,4.548,0.032,0.821,0.055
8259713,K02935.01,27.8813154,0.0003804,1.54,0.47,681,50.86,44.41,6434,152,4.414,0.067,1.055,0.323
8260218,K01066.01,5.714817603,1.249E-06,9.29,2.47,943,187.27,154.76,5695,189,4.526,0.058,0.842,0.224
8261920,K02174.04,3.01609637,2.715E-05,0.96,0.04,795,94.1,16.25,4245,85,4.641,0.027,0.637,0.026
8261920,K02174.03,7.72513619,5.341E-05,1.71,0.07,581,26.91,4.65,4245,85,4.641,0.027,0.637,0.026
8261920,K02174.02,33.1362861,0.0002392,2.05,0.08,357,3.86,0.67,4245,85,4.641,0.027,0.637,0.026
8261920,K02174.01,6.69332825,2.101E-05,2.44,0.1,609,32.54,5.62,4245,85,4.641,0.027,0.637,0.026
8263187,K07878.01,36.566324,0.001142,15.41,5.92,828,110.92,136.29,5294,204,3.599,0.944,2.884,1.108
8263545,K02822.01,4.44589508,1.75E-05,1.94,0.58,1063,302.6,275.01,5918,187,4.544,0.036,0.865,0.258
8264402,K04037.01,215.956008,0.003459,3.36,0.58,361,4.03,1.81,6163,73,4.27,0.103,1.313,0.23
8265218,K00522.01,12.82993461,1.599E-05,3.31,0.82,734,68.41,50.48,5862,158,4.555,0.04,0.844,0.211
8266276,K01731.01,2.59488443,1.062E-05,2.36,0.13,1014,249.92,70.17,4748,172,4.526,0.071,0.797,0.043
8278073,K04799.01,12.0729757,0.0001925,1.69,0.28,969,208.13,94.93,5436,89,3.993,0.217,1.707,0.287
8278685,K04435.01,10.8614163,0.0001616,1.01,0.29,899,154.68,127.71,6339,141,4.454,0.062,1.017,0.298
8278685,K04435.02,17.8693759,0.0004703,0.81,0.33,759,78.58,90.61,6328,151,4.456,0.047,1.013,0.405
8279146,K05497.01,93.359737,0.001796,1.05,0.49,592,29.01,39.16,6809,153,4.078,0.215,1.673,0.78
8280511,K01151.04,17.4532945,0.0001511,0.76,0.08,639,39.42,12.6,5528,110,4.499,0.063,0.853,0.089
8280511,K01151.05,21.7203362,0.0003087,0.8,0.08,594,29.45,9.41,5528,110,4.499,0.063,0.853,0.089
8282651,K02193.02,4.16288745,1.684E-05,1.32,0.11,763,80.23,24.95,4478,133,4.615,0.054,0.651,0.052
8283875,K07007.01,0.800263219,2.206E-06,0.77,0.06,1240,561.84,162.76,4336,118,4.656,0.059,0.59,0.045
8294683,K05499.01,122.58481,0.01187,1.19,0.15,279,1.43,0.68,5003,187,4.602,0.058,0.669,0.087
8295087,K05500.01,84.934357,0.003309,1.6,0.73,531,18.83,26.28,6290,194,4.156,0.23,1.395,0.637
8297017,K07879.01,128.208643,0.00198,6.15,0.65,792,93.05,35.71,7128,224,3.52,0.352,3.811,0.403
8297319,K07591.01,328.32211,0.01347,1.3,0.18,193,0.33,0.17,4906,182,4.648,0.032,0.668,0.095
8301878,K03301.01,20.7106368,0.0002187,1.12,0.3,626,36.18,29.35,5631,169,4.478,0.075,0.901,0.242
8307489,K05502.01,421.98194,0.01639,2.02,1.2,334,2.96,5.29,6760,152,4.193,0.136,1.515,0.905
8308347,K03761.01,164.950399,0.002941,11.23,1.19,252,0.95,0.4,5001,191,4.603,0.066,0.664,0.07
8308516,K07880.01,623.70774,0.01157,1.81,0.48,258,1.05,0.8,6626,158,4.347,0.112,1.132,0.298
8313667,K01145.01,30.5872153,0.0001313,2.32,0.39,621,35.08,16.21,5944,106,4.38,0.08,1.082,0.181
8320630,K04846.02,32.526674,0.0009035,1.26,0.34,525,17.91,14.51,5668,169,4.545,0.033,0.868,0.233
8320630,K04846.01,19.254536,0.0003153,1.32,0.35,625,36.02,29.16,5668,169,4.545,0.033,0.868,0.233
8321314,K02293.01,15.03366411,6.423E-05,1.7,0.21,669,47.32,15.67,5523,74,4.526,0.026,0.891,0.11
8323764,K03767.01,6.714247798,8.395E-06,14.78,1.77,809,100.94,44.19,5159,179,4.508,0.102,0.8,0.096
8324518,K04393.01,1.62888267,9.375E-06,0.92,0.19,1327,733.67,485.2,5398,177,4.571,0.034,0.811,0.169
8326342,K02680.01,14.4079035,0.0001561,23.4,4.24,624,35.81,20.31,5440,160,4.617,0.035,0.728,0.132
8328916,K04790.01,6.07855,0.0001072,1.14,0.5,1115,365.15,466.94,6119,164,4.346,0.111,1.114,0.481
8329346,K08275.01,389.875816,0.007194,3.76,0.63,207,0.44,0.24,5289,185,4.588,0.028,0.79,0.133
8330207,K04390.01,1.63668262,1.051E-05,103.99,36.36,2562,10160.3,10682.43,5234,158,3.436,0.402,3.739,1.307
8331612,K03318.01,13.8353959,0.0002748,3.78,1.22,809,101.05,101.83,6020,211,4.403,0.087,1.057,0.341
8331612,K03318.02,25.6970688,0.0007033,3.83,1.24,658,44.24,44.57,6020,211,4.403,0.087,1.057,0.341
8332521,K04567.02,4.67250377,3.837E-05,1.11,0.37,1149,412.73,404.38,6146,170,4.454,0.07,0.987,0.328
8332521,K04567.01,14.74426,0.0002984,8.1,2.69,784,89.04,87.24,6146,170,4.454,0.07,0.987,0.328
8345384,K04399.01,42.1003351,0.0001389,1.42,0.16,466,11.17,3.66,5595,100,4.57,0.016,0.82,0.092
8349399,K04763.01,56.446465,0.001205,1.57,0.46,522,17.5,15.01,5995,161,4.337,0.136,1.117,0.327
8352009,K05506.01,641.60204,0.02038,1.61,0.8,230,0.66,0.97,6277,168,4.449,0.044,1.031,0.511
8355131,K04711.01,4.3638313,3.389E-05,1.08,0.22,976,214.31,137.21,5623,169,4.596,0.042,0.763,0.158
8355178,K06178.01,13.0327301,0.00015,1.64,0.46,809,101.4,84.06,6122,168,4.471,0.05,0.996,0.28
8355178,K06178.02,33.814176,0.001091,1.49,0.51,589,28.41,28.02,6122,146,4.471,0.047,0.996,0.343
8359569,K04667.01,152.823896,0.004556,2.45,0.74,395,5.77,5.02,6452,157,4.394,0.067,1.137,0.345
8360041,K04854.01,2.63527677,2.09E-05,0.76,0.05,1136,394.32,83.99,5215,83,4.496,0.066,0.864,0.058
8360640,K02982.01,4.0223109,1.498E-05,1.37,0.31,1017,253.28,170.33,5516,149,4.544,0.048,0.827,0.187
8362974,K07023.01,2.71772323,3.965E-05,0.72,0.03,1123,375.05,66.46,5135,84,4.464,0.09,0.874,0.044
8364232,K07882.01,65.415183,0.001268,1.31,0.08,295,1.79,0.49,4348,130,4.62,0.049,0.646,0.041
8365739,K03722.01,2.38920105,,,,,752.42,920.63,,,,,,
8374077,K06179.01,16.2957847,0.0002549,2.13,0.67,744,72.62,69.28,6063,190,4.476,0.054,1.012,0.318
8376848,K04007.01,11.4927112,0.0001425,25.01,7.77,858,127.97,119.68,6198,188,4.464,0.054,1.005,0.312
8378278,K05509.01,28.406342,0.001038,1.41,0.55,613,33.44,39.63,6085,183,4.474,0.061,0.936,0.368
8379705,K02507.01,11.1296971,9.103E-05,1.93,0.62,843,119.44,115.92,6122,190,4.487,0.052,0.964,0.309
8391983,K07884.01,0.70965042,3.545E-05,1.49,0.4,2036,4086.46,3316.23,5618,169,4.373,0.153,1.002,0.269
8394475,K07032.01,3.64049242,2.123E-05,0.61,0.09,1136,393.32,158.33,5745,78,4.503,0.03,0.936,0.143
8395870,K05511.01,74.833577,0.003013,1.68,0.69,590,28.65,34.78,5933,164,3.953,0.355,1.807,0.739
8396288,K05512.01,8.5852872,0.0001041,3.02,0.74,777,85.95,65.51,5488,180,4.57,0.04,0.818,0.2
8396405,K01733.01,19.18109525,9.154E-05,1.72,0.09,513,16.42,4.31,5214,172,4.673,0.059,0.587,0.031
8396660,K04407.01,1.33807075,1.068E-05,0.6,0.09,2008,3844.97,1757,6355,115,4.299,0.063,1.319,0.217
8397947,K04772.01,3.38080537,3.232E-05,1.69,0.28,1362,814.73,352.58,6072,78,4.343,0.076,1.193,0.199
8397947,K04772.02,9.0194714,0.0004334,1.07,0.47,789,91.74,123.05,5775,194,4.59,0.031,0.768,0.332
8410415,K02291.01,44.2993483,0.0002664,2.68,0.22,463,10.85,2.66,5316,85,4.459,0.077,0.915,0.074
8415353,K05514.01,102.100752,0.002542,2.63,1.17,551,21.84,29.21,6359,175,4.046,0.259,1.83,0.82
8423344,K07592.01,381.97977,0.03982,1.55,0.15,132,0.07,0.02,3761,50,4.724,0.06,0.526,0.05
8429817,K05515.01,6.263491873,7.32E-06,6.46,1.78,1180,458.5,373.16,6247,170,4.255,0.214,1.194,0.33
8430053,K04603.01,15.9513866,0.0001556,1.17,0.42,849,123.03,121.95,6451,144,4.375,0.07,1.168,0.409
8430964,K03078.01,2.98618134,2.655E-05,1.16,0.38,1356,798.35,793.1,6173,193,4.447,0.056,1.041,0.341
8432249,K05517.01,335.43143,0.02462,7.12,3.01,468,11.31,13.66,5172,115,3.315,0.284,4.721,1.993
8439323,K04153.01,4.62602867,1.063E-05,1.65,0.44,1012,247.34,194.38,5834,157,4.566,0.042,0.797,0.213
8439618,K05518.01,558.21886,0.01164,3.1,0.66,198,0.36,0.23,5679,152,4.581,0.036,0.794,0.169
8439949,K08156.01,364.98242,0.01103,3.12,1.03,293,1.73,1.65,6429,153,4.404,0.068,1.116,0.37
8442795,K07040.01,502.20642,0.04742,2.18,0.76,212,0.48,0.49,6018,182,4.615,0.024,0.733,0.255
8443527,K03197.01,22.599501,0.001566,0.96,0.21,734,68.48,43.91,6335,157,4.375,0.092,1.087,0.239
8443812,K07041.01,8.3613732,0.0001308,0.79,0.12,793,93.31,46.67,5470,180,4.509,0.105,0.777,0.115
8444868,K07593.01,67.412998,0.004731,1.57,0.87,572,25.32,41.76,6525,159,4.248,0.138,1.359,0.749
8456679,K00102.02,4.06844957,1.212E-05,0.98,0.17,1170,442.08,202.37,5751,103,4.391,0.08,1.071,0.177
8456679,K00102.01,1.73513619,2.82E-07,3.27,0.54,1554,1372.87,628.45,5751,103,4.391,0.08,1.071,0.177
8480285,K00691.01,29.66631669,5.989E-05,2.83,0.41,644,40.68,16.48,5956,107,4.322,0.137,1.098,0.158
8480582,K04386.01,18.5010898,0.0001557,1.62,0.24,555,22.4,11.1,5242,158,4.613,0.03,0.734,0.112
8482059,K04247.01,349.41047,0.02589,2.41,0.75,253,0.97,0.88,5878,150,4.512,0.032,0.945,0.294
8488381,K07888.01,4.7368156,0.000147,0.6,0.2,1137,395.05,377.3,6088,165,4.456,0.056,1.011,0.329
8489260,K07889.01,130.235324,0.00303,2.44,0.68,332,2.86,2.38,5616,166,4.529,0.036,0.903,0.251
8493354,K04505.01,18.0071438,0.0002147,1.05,0.18,799,96.25,43.68,6173,83,4.314,0.115,1.167,0.203
8494263,K01255.01,78.9257421,0.0001925,11.9,3.1,398,5.94,4.61,5750,161,4.538,0.042,0.882,0.23
8494542,K02204.01,10.86062378,3.956E-05,2.09,0.59,1108,356.24,294.78,6455,175,4.125,0.252,1.496,0.421
8494783,K06180.02,58.92565,0.0173,1.5,0.67,809,101.17,137.12,7282,231,3.961,0.182,2.216,0.979
8505215,K00099.01,2190.7010353,0,3.12,0.16,109,0.03,0.01,4965,109,4.555,0.048,0.736,0.037
8505920,K02094.01,42.4269647,0.0003313,3.44,0.55,496,14.33,6.12,5330,79,4.366,0.137,1.013,0.162
8507586,K05528.01,201.621794,0.007555,2.02,0.81,309,2.14,2.54,5919,167,4.483,0.057,0.923,0.367
8509442,K02992.01,82.6595174,0.0005443,2.03,0.14,233,0.7,0.17,3952,86,4.716,0.04,0.553,0.04
8525101,K05532.01,24.6777128,0.0005909,6.04,0.83,1176,451.88,189.38,4995,116,3.118,0.03,5.058,0.697
8540376,K07892.01,10.692115,0.003313,2.71,0.82,1008,244.47,214.97,6474,159,4.311,0.108,1.242,0.38
8546542,K03073.01,7.40985182,2.887E-05,1.18,0.26,818,105.91,72.13,5462,163,4.56,0.028,0.836,0.186
8547213,K05536.01,392.72811,0.03037,1.85,0.84,226,0.62,0.85,5701,165,4.558,0.035,0.815,0.368
8547429,K02658.01,11.6601667,0.0001024,2.08,0.33,834,114.36,47.66,5791,78,4.381,0.08,1.083,0.172
8547537,K05539.01,374.05697,0.02385,2.34,0.57,209,0.45,0.34,5302,178,4.595,0.027,0.771,0.185
8548454,K05541.01,339.633833,0.008837,2.04,0.86,250,0.93,1.16,5823,154,4.522,0.033,0.901,0.382
8552202,K00914.01,3.886655224,7.822E-06,1.87,0.36,1010,246.29,141.54,5662,153,4.61,0.032,0.738,0.14
8554498,K00005.01,4.780327581,8.52E-07,7.14,0.52,1441,1020.05,223.43,5937,83,4.012,0.03,1.787,0.132
8555967,K07894.01,347.97611,0.01268,1.62,0.49,253,0.97,0.87,5995,163,4.536,0.038,0.878,0.266
8558011,K00577.01,39.6766071,0.0002446,2.29,0.51,473,11.85,8.75,5244,203,4.449,0.112,0.888,0.197
8566113,K07061.01,1.371587993,6.964E-06,4.91,2.8,2413,8016.36,14023.82,7045,194,4.154,0.148,1.604,0.915
8570210,K05545.01,541.04472,0.02119,1.08,0.48,206,0.43,0.56,5829,156,4.575,0.03,0.802,0.354
8571421,K05546.01,514.271499,0.006193,3.01,1.32,258,1.04,1.33,6343,153,4.411,0.058,1.137,0.498
8574794,K05547.01,571.14302,0.04464,2.22,0.85,210,0.46,0.53,5751,154,4.514,0.03,0.943,0.365
8578780,K02023.01,13.59051547,5.634E-05,2.4,0.61,724,64.8,50.06,5442,164,4.409,0.135,0.974,0.248
8581240,K03111.02,4.32848303,4.092E-05,0.66,0.1,1199,488.23,200.04,5874,105,4.338,0.126,1.096,0.16
8581240,K03111.01,10.76800074,8.253E-05,0.92,0.13,885,144.85,59.35,5874,105,4.338,0.126,1.096,0.16
8590149,K06182.01,19.2405821,0.0007935,1.19,0.06,565,24.17,4,5031,83,4.485,0.08,0.848,0.038
8590149,K06182.02,28.684308,0.001329,1.35,0.54,512,16.27,20.45,5243,180,4.49,0.086,0.821,0.332
8591173,K02181.01,12.2885046,0.0001092,3.22,1.5,913,164.61,237.14,5109,169,3.96,0.616,1.671,0.775
8591693,K02123.01,29.4557841,0.0001187,2.19,0.68,598,30.3,27.31,6036,162,4.491,0.052,0.949,0.292
8608544,K08159.02,353.01861,0.01111,2.25,0.76,301,1.93,1.84,6450,144,4.386,0.067,1.155,0.389
8613446,K07069.01,1.01485981,7.069E-05,1.61,0.56,1928,3274.72,3380.65,6158,171,4.453,0.056,1.024,0.358
8613535,K02263.03,15.5943758,0.0002846,1.08,0.34,801,97.35,89.49,6249,174,4.428,0.054,1.076,0.335
8613535,K02263.01,29.9685917,0.0001741,1.91,0.6,644,40.76,37.46,6249,174,4.428,0.054,1.076,0.335
8613769,K05550.01,540.39267,0.02241,3.63,1.21,206,0.42,0.42,5693,164,4.551,0.028,0.856,0.286
8616873,K01251.01,0.576078683,7.2E-08,23.23,5.86,1982,3647.63,2710.14,5693,152,4.57,0.042,0.816,0.206
8617363,K02945.01,19.94752741,7.976E-05,2.52,0.57,625,36.14,24.06,5749,153,4.547,0.04,0.864,0.194
8620402,K03267.01,14.1959621,0.00012,1.66,0.54,818,105.7,104.07,6214,186,4.442,0.054,1.076,0.353
8620565,K01250.02,1.213672208,2.149E-06,697.14,305.5,1789,2422.45,3108.91,6113,153,4.463,0.049,0.995,0.436
8624520,K01816.01,10.240611361,5.615E-06,3.9,0.34,656,43.85,15.22,5227,173,4.623,0.066,0.64,0.056
8624860,K07072.01,15.3902613,0.0002628,4.39,0.55,1459,1069.24,352.78,5649,67,3.282,0.255,4.994,0.631
8625408,K07073.01,279.036565,0.008788,30.25,5.32,323,2.58,1.19,6072,81,4.285,0.103,1.273,0.224
8626325,K04775.01,16.4491515,0.0002729,2.75,0.58,1036,272.9,196.21,5334,214,3.712,0.308,2.789,0.591
8628665,K03434.01,10.2856373,0.0001132,1.24,0.2,864,131.91,54.59,5841,79,4.409,0.054,1.06,0.167
8628761,K04580.01,6.30432354,5.58E-05,1.23,0.31,1510,1229.72,1066.7,6728,299,3.987,0.35,1.836,0.464
8630788,K01258.03,148.272013,0.0008254,4.3,1.12,321,2.51,1.93,5717,156,4.538,0.044,0.884,0.23
8631160,K01271.01,162.0479502,0.0001153,11.52,2.07,437,8.65,3.96,6309,75,4.16,0.148,1.567,0.281
8631504,K02503.01,14.8200596,0.0001119,0.96,0.06,552,21.92,4.66,4825,96,4.603,0.018,0.732,0.043
8631751,K02453.01,1.530515205,1.677E-06,0.84,0.17,608,32.46,19.25,3462,76,5.004,0.065,0.259,0.054
8636539,K02656.01,6.77367892,6.332E-05,1.33,0.41,1083,324.84,289.79,6392,154,4.425,0.065,1.072,0.334
8636600,K04478.01,6.38671206,2.762E-05,1.19,0.11,811,102.25,36.75,5071,153,4.505,0.088,0.811,0.08
8637903,K08276.01,385.858683,0.005261,3.23,1,300,1.92,1.69,6551,149,4.367,0.065,1.195,0.372
8639908,K02700.01,0.910020582,2.287E-06,1.12,0.11,1127,380.16,134.53,4297,116,4.725,0.045,0.533,0.055
8644365,K03384.01,10.54841329,5.467E-05,3.89,0.65,899,154.84,72.78,6047,120,4.387,0.066,1.092,0.181
