# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 13 15:30:11 2019
#
# User preference: *
#
# CONSTRAINT:  where (koi_disposition like 'CAN%')
# CONSTRAINT:  order by koi_disposition asc
#
# COLUMN kepid:          KepID
# COLUMN kepoi_name:     KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN koi_disposition: Exoplanet Archive Disposition
# COLUMN koi_pdisposition: Disposition Using Kepler Data
# COLUMN koi_score:      Disposition Score
# COLUMN koi_period:     Orbital Period [days]
# COLUMN koi_period_err1: Orbital Period Upper Unc. [days]
# COLUMN koi_period_err2: Orbital Period Lower Unc. [days]
# COLUMN koi_time0bk:    Transit Epoch [BKJD]
# COLUMN koi_time0bk_err1: Transit Epoch Upper Unc. [BKJD]
# COLUMN koi_time0bk_err2: Transit Epoch Lower Unc. [BKJD]
# COLUMN koi_impact:     Impact Parameter
# COLUMN koi_impact_err1: Impact Parameter Upper Unc.
# COLUMN koi_impact_err2: Impact Parameter Lower Unc.
# COLUMN koi_duration:   Transit Duration [hrs]
# COLUMN koi_duration_err1: Transit Duration Upper Unc. [hrs]
# COLUMN koi_duration_err2: Transit Duration Lower Unc. [hrs]
# COLUMN koi_depth:      Transit Depth [ppm]
# COLUMN koi_depth_err1: Transit Depth Upper Unc. [ppm]
# COLUMN koi_depth_err2: Transit Depth Lower Unc. [ppm]
# COLUMN koi_prad:       Planetary Radius [Earth radii]
# COLUMN koi_prad_err1:  Planetary Radius Upper Unc. [Earth radii]
# COLUMN koi_prad_err2:  Planetary Radius Lower Unc. [Earth radii]
# COLUMN koi_teq:        Equilibrium Temperature [K]
# COLUMN koi_teq_err1:   Equilibrium Temperature Upper Unc. [K]
# COLUMN koi_teq_err2:   Equilibrium Temperature Lower Unc. [K]
# COLUMN koi_insol:      Insolation Flux [Earth flux]
# COLUMN koi_insol_err1: Insolation Flux Upper Unc. [Earth flux]
# COLUMN koi_insol_err2: Insolation Flux Lower Unc. [Earth flux]
# COLUMN koi_model_snr:  Transit Signal-to-Noise
# COLUMN koi_tce_plnt_num: TCE Planet Number
# COLUMN koi_tce_delivname: TCE Delivery
# COLUMN koi_steff:      Stellar Effective Temperature [K]
# COLUMN koi_steff_err1: Stellar Effective Temperature Upper Unc. [K]
# COLUMN koi_steff_err2: Stellar Effective Temperature Lower Unc. [K]
# COLUMN koi_slogg:      Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN koi_slogg_err1: Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN koi_slogg_err2: Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN koi_srad:       Stellar Radius [Solar radii]
# COLUMN koi_srad_err1:  Stellar Radius Upper Unc. [Solar radii]
# COLUMN koi_srad_err2:  Stellar Radius Lower Unc. [Solar radii]
# COLUMN ra:             RA [decimal degrees]
# COLUMN dec:            Dec [decimal degrees]
# COLUMN koi_kepmag:     Kepler-band [mag]
#
kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_tce_plnt_num,koi_tce_delivname,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_slogg_err1,koi_slogg_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6036286,K05228.01,,CANDIDATE,CANDIDATE,,546.533090000,4.2480000e-02,-4.2480000e-02,334.0585000,2.970000e-02,-2.970000e-02,0.6074,0.3210,-0.3998,16.04000,1.90000,-1.90000,7.5800e+02,8.110e+01,-8.110e+01,1.03,1.700e-01,-1.500e-01,94.0,,,0.02,0.01,-0.01,12.30,1,q1_q16_tce,3434.00,72.00,-73.00,4.892,0.060,-0.080,0.3600,0.0600,-0.0500,289.815670,41.396439,15.347
6038152,K05229.01,,CANDIDATE,CANDIDATE,,364.631890000,2.7080000e-02,-2.7080000e-02,145.6294000,7.170000e-02,-7.170000e-02,0.4524,0.0269,-0.4497,22.93000,2.50000,-2.50000,3.0280e+02,2.830e+01,-2.830e+01,2.06,1.130e+00,-2.400e-01,298.0,,,1.86,3.05,-0.60,13.30,1,q1_q16_tce,6446.00,162.00,-226.00,4.381,0.067,-0.317,1.1550,0.6320,-0.1350,290.398620,41.351559,14.425
6043490,K05230.01,,CANDIDATE,CANDIDATE,,330.738115000,8.0440000e-03,-8.0440000e-03,422.7107000,1.270000e-02,-1.270000e-02,0.1540,0.2933,-0.1540,4.99800,0.44700,-0.44700,3.3330e+02,3.550e+01,-3.550e+01,4.42,2.080e+00,-2.360e+00,375.0,,,4.70,6.84,-3.81,8.70,1,q1_q16_tce,5458.00,176.00,-191.00,3.755,0.539,-0.276,2.4530,1.1540,-1.3080,292.165440,41.329342,13.381
6045404,K05231.01,,CANDIDATE,CANDIDATE,,78.876125000,2.0880000e-03,-2.0880000e-03,205.1282000,2.100000e-02,-2.100000e-02,0.2209,0.2549,-0.2209,4.91200,0.39100,-0.39100,4.7230e+02,6.620e+01,-6.620e+01,2.03,8.400e-01,-1.900e-01,427.0,,,7.86,9.78,-2.23,8.10,1,q1_q16_tce,6046.00,177.00,-213.00,4.509,0.041,-0.301,0.9270,0.3840,-0.0840,292.740230,41.378960,15.819
3540873,K04986.01,,CANDIDATE,CANDIDATE,,444.042570000,2.8420000e-02,-2.8420000e-02,334.6734000,3.990000e-02,-3.990000e-02,0.0620,0.3936,-0.0620,10.90000,1.10000,-1.10000,4.1740e+02,6.370e+01,-6.370e+01,1.48,4.700e-01,-8.000e-02,211.0,,,0.47,0.43,-0.10,7.40,1,q1_q16_tce,5776.00,167.00,-149.00,4.622,0.026,-0.199,0.7260,0.2280,-0.0420,290.354800,38.672531,14.795
3548645,K04991.01,,CANDIDATE,CANDIDATE,,211.330867000,7.4690000e-03,-7.4690000e-03,244.9530000,3.390000e-02,-3.390000e-02,0.0550,0.4073,-0.0549,4.66000,1.20000,-1.20000,5.3100e+02,1.030e+02,-1.030e+02,2.09,7.000e-01,-1.800e-01,300.0,,,1.92,1.90,-0.54,7.50,1,q1_q16_tce,5941.00,172.00,-213.00,4.519,0.036,-0.250,0.9110,0.3030,-0.0800,292.480900,38.654121,15.270
4953262,K05110.01,,CANDIDATE,CANDIDATE,0.2330,105.590474800,9.0820000e-04,-9.0820000e-04,192.3038300,6.190000e-03,-6.190000e-03,0.7430,0.2330,-0.5040,2.18800,0.22200,-0.22200,2.9240e+02,3.760e+01,-3.760e+01,8.16,9.300e-01,-5.800e-01,670.0,,,47.59,14.87,-8.38,9.50,1,q1_q17_dr25_tce,4869.00,68.00,-58.00,3.193,0.030,-0.030,4.3830,0.5010,-0.3080,298.760410,40.052792,11.653
6067545,K05236.01,,CANDIDATE,CANDIDATE,0.0000,550.865140000,1.2150000e-02,-1.2150000e-02,307.6878000,1.300000e-02,-1.300000e-02,0.0270,0.4280,-0.0270,14.54800,0.48600,-0.48600,3.4650e+02,1.930e+01,-1.930e+01,2.06,3.400e-01,-2.000e-01,238.0,,,0.76,0.31,-0.18,20.80,1,q1_q17_dr25_tce,5912.00,71.00,-82.00,4.367,0.080,-0.120,1.1150,0.1810,-0.1110,298.397980,41.314892,13.093
6115356,K05237.01,,CANDIDATE,CANDIDATE,,380.394740000,2.2290000e-02,-2.2290000e-02,502.2332000,2.220000e-02,-2.220000e-02,0.1094,0.3546,-0.1091,10.77500,0.95500,-0.95500,6.0300e+02,6.850e+01,-6.850e+01,1.84,8.000e-01,-1.200e-01,224.0,,,0.60,0.79,-0.13,8.60,1,q1_q16_tce,5772.00,180.00,-146.00,4.608,0.027,-0.272,0.7450,0.3250,-0.0470,289.200160,41.430752,15.326
3553900,K04992.01,,CANDIDATE,CANDIDATE,0.9690,12.574720700,1.2690000e-04,-1.2690000e-04,142.3455300,9.190000e-03,-9.190000e-03,0.5880,0.3740,-0.3880,2.89600,0.26600,-0.26600,3.2330e+02,3.610e+01,-3.610e+01,1.45,2.900e-01,-1.300e-01,693.0,,,54.46,33.35,-14.33,10.50,1,q1_q17_dr25_tce,5654.00,152.00,-169.00,4.590,0.036,-0.135,0.7740,0.1580,-0.0680,293.774480,38.654381,15.133
5027859,K05117.01,,CANDIDATE,CANDIDATE,0.9840,33.372653800,5.4840000e-04,-5.4840000e-04,153.5967000,1.520000e-02,-1.520000e-02,0.0380,0.4270,-0.0380,3.66300,0.41600,-0.41600,6.1840e+02,7.320e+01,-7.320e+01,1.95,4.300e-01,-1.500e-01,491.0,,,13.70,9.31,-3.42,10.10,1,q1_q17_dr25_tce,5504.00,166.00,-166.00,4.583,0.036,-0.144,0.7960,0.1760,-0.0630,296.018830,40.108009,15.986
5036052,K05119.01,,CANDIDATE,CANDIDATE,,143.163697000,2.4000000e-03,-2.4000000e-03,243.7133000,1.170000e-02,-1.170000e-02,0.9527,0.0007,-0.6851,4.85400,0.43000,-0.43000,3.9030e+02,3.380e+01,-3.380e+01,20.03,8.800e-01,-5.290e+00,741.0,,,71.41,12.97,-39.85,12.90,1,q1_q16_tce,5145.00,106.00,-254.00,3.050,0.030,-0.031,7.6530,0.3340,-2.0230,297.788330,40.130909,12.644
6197658,K05247.01,,CANDIDATE,CANDIDATE,,282.030900000,1.4160000e-01,-1.4160000e-01,162.5448000,7.940000e-02,-7.940000e-02,0.3315,0.1452,-0.3314,14.69000,1.90000,-1.90000,7.8200e+02,1.660e+02,-1.660e+02,3.22,2.210e+00,-3.500e-01,315.0,,,2.32,4.94,-0.75,11.80,1,q1_q16_tce,6343.00,153.00,-247.00,4.411,0.053,-0.386,1.1370,0.7810,-0.1230,289.525700,41.500488,14.810
6198670,K05248.01,,CANDIDATE,CANDIDATE,,179.254650000,2.2870000e-02,-2.2870000e-02,154.3773000,9.530000e-02,-9.530000e-02,0.1755,0.2656,-0.1753,22.35000,3.20000,-3.20000,2.7240e+02,3.390e+01,-3.390e+01,1.35,6.300e-01,-1.500e-01,301.0,,,1.94,2.80,-0.55,9.90,1,q1_q16_tce,5692.00,181.00,-148.00,4.496,0.082,-0.291,0.8200,0.3830,-0.0900,289.827090,41.524811,15.142
3646449,K04999.01,,CANDIDATE,CANDIDATE,0.9790,65.752109000,1.9340000e-03,-1.9340000e-03,183.3112000,2.490000e-02,-2.490000e-02,0.1090,0.3470,-0.1090,6.85400,0.61400,-0.61400,3.8250e+02,4.340e+01,-4.340e+01,2.00,2.900e-01,-1.400e-01,458.0,,,10.36,4.07,-1.86,9.90,1,q1_q17_dr25_tce,5816.00,78.00,-78.00,4.432,0.051,-0.119,1.0300,0.1540,-0.0710,291.659060,38.712158,15.478
3647097,K05001.01,,CANDIDATE,CANDIDATE,,59.965517500,7.8480000e-04,-7.8480000e-04,140.9936000,1.220000e-02,-1.220000e-02,0.0853,0.3669,-0.0852,1.89000,0.46200,-0.46200,3.1010e+02,5.890e+01,-5.890e+01,1.92,8.600e-01,-2.500e-01,481.0,,,12.67,17.00,-4.31,5.50,1,q1_q16_tce,5729.00,168.00,-180.00,4.372,0.099,-0.279,1.1050,0.4910,-0.1480,291.824710,38.779911,14.647
3748239,K05003.01,,CANDIDATE,CANDIDATE,,112.951287000,3.7360000e-03,-3.7360000e-03,172.0238000,1.820000e-02,-1.820000e-02,0.3936,0.0574,-0.3933,4.28400,0.74600,-0.74600,5.5560e+02,8.760e+01,-8.760e+01,15.19,4.580e+00,-7.050e+00,783.0,,,88.86,73.74,-66.54,7.30,1,q1_q16_tce,5215.00,101.00,-172.00,3.073,0.352,-0.289,6.4280,1.9400,-2.9830,291.787050,38.863152,13.446
3751118,K05004.01,,CANDIDATE,CANDIDATE,,103.363691000,2.2700000e-03,-2.2700000e-03,194.1520000,1.870000e-02,-1.870000e-02,0.5904,0.0366,-0.4683,6.01200,0.85400,-0.85400,3.5910e+02,4.370e+01,-4.370e+01,2.00,9.500e-01,-1.800e-01,385.0,,,5.19,7.35,-1.42,9.40,1,q1_q16_tce,5762.00,155.00,-186.00,4.461,0.048,-0.317,1.0220,0.4840,-0.0920,292.557800,38.850300,14.505
5094412,K05124.01,,CANDIDATE,CANDIDATE,0.0000,276.879492000,2.5260000e-03,-2.5260000e-03,176.5215200,6.690000e-03,-6.690000e-03,1.0450,0.0320,-0.7350,3.77900,0.31500,-0.31500,1.7620e+03,1.840e+02,-1.840e+02,11.67,1.080e+00,-1.420e+00,260.0,,,1.08,0.30,-0.29,10.40,1,q1_q17_dr25_tce,5324.00,85.00,-74.00,4.396,0.126,-0.063,0.9660,0.0890,-0.1180,290.298400,40.287842,15.772
5110453,K05126.01,,CANDIDATE,CANDIDATE,,418.043550000,7.7290000e-03,-7.7290000e-03,194.7139000,1.630000e-02,-1.630000e-02,0.8391,0.1068,-0.6023,10.77700,0.48300,-0.48300,4.8160e+02,4.200e+01,-4.200e+01,13.73,1.350e+00,-3.010e+00,463.0,,,10.83,3.25,-4.99,10.80,1,q1_q16_tce,5110.00,96.00,-155.00,3.184,0.031,-0.029,5.4690,0.5390,-1.1970,294.848020,40.240879,13.637
5166811,K05130.01,,CANDIDATE,CANDIDATE,,370.059180000,2.0270000e-02,-2.0270000e-02,311.4740000,4.520000e-02,-4.520000e-02,0.0166,0.4255,-0.0166,11.86000,1.30000,-1.30000,6.6980e+02,9.040e+01,-9.040e+01,1.90,4.400e-01,-1.500e-01,206.0,,,0.43,0.31,-0.10,8.60,1,q1_q16_tce,5228.00,176.00,-141.00,4.592,0.031,-0.132,0.7510,0.1730,-0.0580,284.465850,40.314941,15.612
6203955,K05249.01,,CANDIDATE,CANDIDATE,0.9540,19.453429600,3.8210000e-04,-3.8210000e-04,139.3373000,1.880000e-02,-1.880000e-02,0.0460,0.3980,-0.0460,4.87300,0.51000,-0.51000,1.4900e+02,1.780e+01,-1.780e+01,1.25,3.800e-01,-1.700e-01,744.0,,,72.59,65.57,-25.64,9.80,1,q1_q17_dr25_tce,6372.00,176.00,-242.00,4.453,0.054,-0.216,1.0150,0.3110,-0.1330,291.505890,41.550388,14.518
6266866,K05254.01,,CANDIDATE,CANDIDATE,,232.916142000,4.6210000e-03,-4.6210000e-03,162.1441000,1.430000e-02,-1.430000e-02,0.2313,0.2313,-0.2310,7.03700,0.61300,-0.61300,6.4800e+01,8.500e+00,-8.500e+00,1.20,5.300e-01,-3.400e-01,361.0,,,4.02,5.18,-2.17,8.50,1,q1_q16_tce,5807.00,147.00,-155.00,4.108,0.255,-0.219,1.4960,0.6570,-0.4250,284.591640,41.639271,10.926
3229150,K02150.02,,CANDIDATE,CANDIDATE,0.9970,44.705587600,7.5440000e-04,-7.5440000e-04,149.6448000,1.420000e-02,-1.420000e-02,1.6920,71.2600,-5.2080,6.26200,0.66400,-0.66400,4.7180e+02,4.650e+01,-4.650e+01,72.59,2.183e+01,-7.270e+00,509.0,,,15.83,14.27,-4.60,12.00,2,q1_q17_dr25_tce,5942.00,176.00,-193.00,4.506,0.039,-0.208,0.9380,0.2820,-0.0940,289.842860,38.309601,15.253
11360805,K02422.02,,CANDIDATE,CANDIDATE,0.8520,57.388826200,5.8230000e-04,-5.8230000e-04,141.6251600,7.520000e-03,-7.520000e-03,0.8760,0.0830,-0.6770,3.54300,0.21500,-0.21500,3.4440e+02,3.160e+01,-3.160e+01,1.88,1.400e-01,-1.000e-01,406.0,,,6.41,1.46,-0.99,11.90,2,q1_q17_dr25_tce,5242.00,84.00,-73.00,4.512,0.050,-0.061,0.8560,0.0630,-0.0460,296.550050,49.102322,14.803
3757521,K05006.01,,CANDIDATE,CANDIDATE,,126.514576380,,,167.3005742,,,,,,2.15000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,294.123690,38.815830,12.500
3758499,K05007.01,,CANDIDATE,CANDIDATE,0.9750,14.516815100,2.2990000e-04,-2.2990000e-04,137.5579000,1.320000e-02,-1.320000e-02,0.6070,0.0310,-0.4820,5.79600,0.45600,-0.45600,8.6000e+01,8.700e+00,-8.700e+00,1.82,4.200e-01,-7.800e-01,1030.0,,,265.78,188.13,-189.40,11.70,1,q1_q17_dr25_tce,5934.00,178.00,-178.00,3.945,0.440,-0.110,1.8850,0.4370,-0.8110,294.367340,38.846889,13.698
3834728,K05009.01,,CANDIDATE,CANDIDATE,,359.986530000,1.2090000e-02,-1.2090000e-02,352.5338000,2.830000e-02,-2.830000e-02,0.3719,0.0874,-0.3718,3.86600,0.86000,-0.86000,6.7100e+02,1.410e+02,-1.410e+02,1.76,2.900e-01,-1.300e-01,200.0,,,0.38,0.19,-0.09,5.60,1,q1_q16_tce,5171.00,154.00,-138.00,4.626,0.037,-0.083,0.6770,0.1100,-0.0510,286.232330,38.991749,15.155
5181299,K05134.01,,CANDIDATE,CANDIDATE,,573.238260000,1.0760000e-02,-1.0760000e-02,343.3130000,1.330000e-02,-1.330000e-02,0.0078,0.4588,-0.0077,2.64100,0.50400,-0.50400,4.7010e+02,8.780e+01,-8.780e+01,6.93,3.260e+00,-1.990e+00,338.0,,,3.09,4.27,-1.70,6.80,1,q1_q16_tce,5172.00,126.00,-159.00,3.534,0.228,-0.303,3.2640,1.5360,-0.9350,290.099910,40.386581,13.815
5184144,K05135.01,,CANDIDATE,CANDIDATE,,314.765374000,5.6220000e-03,-5.6220000e-03,283.1235000,1.800000e-02,-1.800000e-02,0.1580,0.3571,-0.1580,3.32500,0.75000,-0.75000,7.3200e+02,1.610e+02,-1.610e+02,2.00,4.600e-01,-1.500e-01,217.0,,,0.53,0.37,-0.13,7.50,1,q1_q16_tce,5228.00,176.00,-142.00,4.600,0.028,-0.137,0.7550,0.1710,-0.0570,290.934360,40.358158,15.578
6309307,K05262.01,,CANDIDATE,CANDIDATE,,438.983960000,2.0880000e-02,-2.0880000e-02,487.8174000,3.050000e-02,-3.050000e-02,0.5460,0.4179,-0.3273,9.62000,1.30000,-1.30000,7.4520e+02,8.040e+01,-8.040e+01,32.58,1.070e+00,-1.099e+01,599.0,,,30.43,3.50,-19.19,14.00,1,q1_q16_tce,5053.00,56.00,-214.00,2.770,0.030,-0.029,11.7060,0.3850,-3.9500,298.196960,41.650452,12.356
3863877,K05021.01,,CANDIDATE,CANDIDATE,,288.079370000,3.7610000e-03,-3.7610000e-03,355.4926100,9.330000e-03,-9.330000e-03,0.0483,0.4066,-0.0483,3.16100,0.32200,-0.32200,9.9100e+02,1.610e+02,-1.610e+02,3.01,1.240e+00,-2.300e-01,269.0,,,1.25,1.51,-0.33,7.60,1,q1_q16_tce,5825.00,152.00,-209.00,4.504,0.032,-0.297,0.9650,0.4000,-0.0730,294.903230,38.956470,15.212
5255259,K05142.01,,CANDIDATE,CANDIDATE,,198.895864000,2.9380000e-03,-2.9380000e-03,225.4944000,9.110000e-03,-9.110000e-03,0.0543,0.3936,-0.0541,4.19300,0.32600,-0.32600,1.7790e+03,1.820e+02,-1.820e+02,3.33,1.080e+00,-3.500e-01,264.0,,,1.14,1.17,-0.33,13.00,1,q1_q16_tce,5184.00,185.00,-147.00,4.502,0.079,-0.391,0.8080,0.2640,-0.0850,284.546910,40.468529,15.805
6346894,K05264.01,,CANDIDATE,CANDIDATE,,52.690922960,,,138.7997770,,,,,,2.31000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,285.141720,41.711552,12.358
6347890,K05266.01,,CANDIDATE,CANDIDATE,,37.715082870,,,165.6372891,,,,,,1.80000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,285.620760,41.738060,15.294
6350031,K05267.01,,CANDIDATE,CANDIDATE,0.0590,5.177906500,6.3570000e-04,-6.3570000e-04,135.7560000,1.510000e-01,-1.510000e-01,0.0730,0.3740,-0.0730,5.36600,0.39500,-0.39500,1.2950e+02,1.630e+01,-1.630e+01,2.93,4.500e-01,-8.400e-01,1636.0,,,1692.64,703.77,-874.43,9.50,1,q1_q17_dr25_tce,5921.00,89.00,-71.00,3.766,0.238,-0.102,2.5890,0.4010,-0.7450,286.652860,41.756142,14.326
6359881,K05268.01,,CANDIDATE,CANDIDATE,,474.228970000,3.0710000e-02,-3.0710000e-02,161.0544000,5.070000e-02,-5.070000e-02,0.1936,0.2733,-0.1936,13.05000,1.70000,-1.70000,4.7520e+02,7.970e+01,-7.970e+01,2.00,7.700e-01,-1.500e-01,225.0,,,0.60,0.68,-0.15,7.20,1,q1_q16_tce,5818.00,157.00,-197.00,4.523,0.028,-0.284,0.9250,0.3550,-0.0690,290.382230,41.757408,15.322
6359929,K05269.01,,CANDIDATE,CANDIDATE,,371.506310000,1.1670000e-02,-1.1670000e-02,260.1243000,1.960000e-02,-1.960000e-02,0.0156,0.4519,-0.0155,8.85400,0.80000,-0.80000,9.9200e+02,1.080e+02,-1.080e+02,2.88,1.170e+00,-2.600e-01,242.0,,,0.80,0.99,-0.20,14.10,1,q1_q16_tce,5696.00,166.00,-162.00,4.491,0.049,-0.283,0.9240,0.3760,-0.0820,290.397950,41.750790,15.392
3865815,K05022.01,,CANDIDATE,CANDIDATE,,117.268084320,,,146.7201011,,,,,,2.20000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,295.351320,38.927040,12.501
3955444,K05027.01,,CANDIDATE,CANDIDATE,,62.312419000,1.2460000e-03,-1.2460000e-03,146.1190000,1.400000e-02,-1.400000e-02,0.3683,0.0993,-0.3683,5.56100,0.48200,-0.48200,1.2300e+02,1.530e+01,-1.530e+01,6.15,2.650e+00,-2.770e+00,838.0,,,116.69,144.60,-86.24,9.10,1,q1_q16_tce,4999.00,112.00,-177.00,3.243,0.329,-0.280,5.6150,2.4230,-2.5320,291.824460,39.006180,13.172
9274092,K05649.01,,CANDIDATE,CANDIDATE,,426.942225000,7.5560000e-03,-7.5560000e-03,485.3817100,8.190000e-03,-8.190000e-03,0.2981,0.1556,-0.2981,3.96500,0.42300,-0.42300,1.2090e+03,1.520e+02,-1.520e+02,2.32,3.300e-01,-1.800e-01,187.0,,,0.29,0.14,-0.07,11.80,1,q1_q16_tce,5126.00,152.00,-139.00,4.623,0.042,-0.071,0.6690,0.0970,-0.0520,288.789860,45.727459,15.218
9282853,K05651.01,,CANDIDATE,CANDIDATE,0.6430,83.499618000,4.9920000e-03,-4.9920000e-03,163.5093000,5.180000e-02,-5.180000e-02,0.3410,0.1230,-0.3410,16.03000,1.40000,-1.40000,5.0100e+02,3.740e+01,-3.740e+01,1.72,1.900e-01,-2.000e-01,343.0,,,3.29,1.45,-1.05,16.10,1,q1_q17_dr25_tce,5141.00,196.00,-179.00,4.526,0.082,-0.075,0.7730,0.0880,-0.0880,292.642580,45.732342,15.726
9292100,K05652.01,,CANDIDATE,CANDIDATE,,91.507044000,1.3810000e-03,-1.3810000e-03,184.2723000,1.320000e-02,-1.320000e-02,0.1665,0.2766,-0.1665,5.01900,0.32600,-0.32600,5.3900e+02,5.610e+01,-5.610e+01,1.43,5.410e+00,-1.100e-01,302.0,,,1.97,49.96,-0.48,12.40,1,q1_q16_tce,5040.00,183.00,-143.00,4.635,0.056,-1.207,0.6260,2.3630,-0.0500,296.056670,45.769760,14.969
9300066,K05653.01,,CANDIDATE,CANDIDATE,,188.664098000,6.6560000e-03,-6.6560000e-03,154.3037000,1.930000e-02,-1.930000e-02,0.2033,0.2435,-0.2032,5.17900,0.61700,-0.61700,9.6000e+02,1.380e+02,-1.380e+02,2.02,2.600e-01,-1.900e-01,232.0,,,0.68,0.29,-0.19,9.40,1,q1_q16_tce,4788.00,152.00,-134.00,4.599,0.059,-0.053,0.6720,0.0840,-0.0650,298.386200,45.764229,15.545
10186761,K05772.01,,CANDIDATE,CANDIDATE,,75.636309000,1.2360000e-03,-1.2360000e-03,131.9468000,1.160000e-02,-1.160000e-02,0.2749,0.1826,-0.2746,2.58800,0.43200,-0.43200,1.7460e+02,3.270e+01,-3.270e+01,1.32,5.800e-01,-1.200e-01,447.0,,,9.45,12.09,-2.62,6.00,1,q1_q16_tce,6072.00,151.00,-195.00,4.467,0.047,-0.302,0.9940,0.4350,-0.0920,281.320470,47.214809,13.825
10191449,K05775.01,,CANDIDATE,CANDIDATE,,492.238080000,1.3820000e-02,-1.3820000e-02,247.5842000,1.840000e-02,-1.840000e-02,0.0198,0.3974,-0.0198,12.53000,0.70600,-0.70600,6.7680e+02,6.630e+01,-6.630e+01,2.19,9.100e-01,-1.700e-01,209.0,,,0.45,0.56,-0.10,13.20,1,q1_q16_tce,5609.00,159.00,-149.00,4.546,0.030,-0.285,0.8540,0.3520,-0.0670,284.092500,47.251381,15.502
10199984,K05776.01,,CANDIDATE,CANDIDATE,,198.600400000,3.4840000e-03,-3.4840000e-03,163.5660000,1.410000e-02,-1.410000e-02,0.6480,0.3126,-0.4289,3.53000,0.40700,-0.40700,3.0080e+02,3.680e+01,-3.680e+01,4.60,2.630e+00,-1.300e+00,458.0,,,10.45,18.21,-5.69,9.80,1,q1_q16_tce,5357.00,141.00,-160.00,3.641,0.256,-0.336,2.5220,1.4440,-0.7140,288.473180,47.247921,13.183
7625138,K05406.01,,CANDIDATE,CANDIDATE,,5.719665370,5.1050000e-05,-5.1050000e-05,131.7814700,7.880000e-03,-7.880000e-03,0.1103,0.3589,-0.1103,3.93800,0.19500,-0.19500,1.9100e+01,1.800e+00,-1.800e+00,0.82,3.400e-01,-2.900e-01,1479.0,,,1131.75,1344.26,-715.95,11.30,1,q1_q16_tce,6356.00,151.00,-187.00,3.985,0.301,-0.212,1.8650,0.7670,-0.6650,296.659670,43.270290,11.331
8507586,K05528.01,,CANDIDATE,CANDIDATE,,201.621794000,7.5550000e-03,-7.5550000e-03,261.7721000,2.690000e-02,-2.690000e-02,0.1779,0.3135,-0.1778,3.17200,0.66900,-0.66900,4.8000e+02,1.090e+02,-1.090e+02,2.02,8.100e-01,-2.000e-01,309.0,,,2.14,2.54,-0.60,6.80,1,q1_q16_tce,5919.00,167.00,-175.00,4.483,0.057,-0.280,0.9230,0.3670,-0.0930,296.191220,44.542122,15.169
8525101,K05532.01,,CANDIDATE,CANDIDATE,,24.677712800,5.9090000e-04,-5.9090000e-04,136.5139000,1.520000e-02,-1.520000e-02,0.6305,0.0139,-0.4973,5.08800,0.52000,-0.52000,1.3130e+02,1.770e+01,-1.770e+01,6.04,8.300e-01,-8.000e-01,1176.0,,,451.88,189.38,-141.56,9.00,1,q1_q16_tce,4995.00,116.00,-117.00,3.118,0.030,-0.029,5.0580,0.6970,-0.6630,300.835270,44.560661,13.434
8525286,K05533.01,,CANDIDATE,CANDIDATE,,113.059800690,,,241.0089927,,,,,,19.03000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,300.901460,44.597328,13.430
9304976,K05654.01,,CANDIDATE,CANDIDATE,0.0880,54.695712400,9.9650000e-04,-9.9650000e-04,155.2574000,1.570000e-02,-1.570000e-02,0.9540,0.0250,-0.6600,6.89000,0.49400,-0.49400,1.0960e+03,1.030e+02,-1.030e+02,3.28,4.500e-01,-4.000e-01,405.0,,,6.34,3.04,-2.10,12.40,1,q1_q17_dr25_tce,5299.00,186.00,-186.00,4.535,0.093,-0.076,0.7570,0.1020,-0.0920,299.817720,45.709164,13.823
9330740,K05656.01,,CANDIDATE,CANDIDATE,,169.847877440,,,178.6902845,,,,,,2.82000,,,,,,,,,,,,,,,,1,q1_q16_tce,,,,,,,,,,286.122470,45.842510,12.687
